8515,/workspace/data/FSL/data1/train/dirty/5309.png,1
726,/workspace/data/FSL/data1/train/clean/125.png,0
811,/workspace/data/FSL/data1/train/clean/1719.png,0
6569,/workspace/data/FSL/data1/train/clean/9326.png,0
4897,/workspace/data/FSL/data1/train/clean/7385.png,0
3671,/workspace/data/FSL/data1/train/clean/5666.png,0
2851,/workspace/data/FSL/data1/train/clean/4375.png,0
7916,/workspace/data/FSL/data1/train/dirty/219.png,1
6241,/workspace/data/FSL/data1/train/clean/9000.png,0
3786,/workspace/data/FSL/data1/train/clean/577.png,0
8121,/workspace/data/FSL/data1/train/dirty/3992.png,1
6419,/workspace/data/FSL/data1/train/clean/9178.png,0
3959,/workspace/data/FSL/data1/train/clean/5925.png,0
4691,/workspace/data/FSL/data1/train/clean/7181.png,0
8793,/workspace/data/FSL/data1/train/dirty/84.png,1
6164,/workspace/data/FSL/data1/train/clean/8925.png,0
5991,/workspace/data/FSL/data1/train/clean/8754.png,0
989,/workspace/data/FSL/data1/train/clean/1882.png,0
2365,/workspace/data/FSL/data1/train/clean/3239.png,0
289,/workspace/data/FSL/data1/train/clean/10288.png,0
4975,/workspace/data/FSL/data1/train/clean/7462.png,0
3678,/workspace/data/FSL/data1/train/clean/5672.png,0
1750,/workspace/data/FSL/data1/train/clean/2683.png,0
5443,/workspace/data/FSL/data1/train/clean/7926.png,0
5340,/workspace/data/FSL/data1/train/clean/7823.png,0
5021,/workspace/data/FSL/data1/train/clean/7507.png,0
4321,/workspace/data/FSL/data1/train/clean/6251.png,0
3019,/workspace/data/FSL/data1/train/clean/4526.png,0
1731,/workspace/data/FSL/data1/train/clean/2666.png,0
7445,/workspace/data/FSL/data1/train/dirty/1177.png,1
971,/workspace/data/FSL/data1/train/clean/1866.png,0
1000,/workspace/data/FSL/data1/train/clean/1892.png,0
1330,/workspace/data/FSL/data1/train/clean/2304.png,0
2308,/workspace/data/FSL/data1/train/clean/3188.png,0
8490,/workspace/data/FSL/data1/train/dirty/5285.png,1
7472,/workspace/data/FSL/data1/train/dirty/1200.png,1
5032,/workspace/data/FSL/data1/train/clean/7518.png,0
4212,/workspace/data/FSL/data1/train/clean/6153.png,0
7581,/workspace/data/FSL/data1/train/dirty/13.png,1
5453,/workspace/data/FSL/data1/train/clean/7936.png,0
482,/workspace/data/FSL/data1/train/clean/10479.png,0
1460,/workspace/data/FSL/data1/train/clean/2421.png,0
648,/workspace/data/FSL/data1/train/clean/10643.png,0
1899,/workspace/data/FSL/data1/train/clean/2818.png,0
8118,/workspace/data/FSL/data1/train/dirty/3988.png,1
7592,/workspace/data/FSL/data1/train/dirty/1309.png,1
3524,/workspace/data/FSL/data1/train/clean/5532.png,0
7788,/workspace/data/FSL/data1/train/dirty/1810.png,1
2739,/workspace/data/FSL/data1/train/clean/4274.png,0
5033,/workspace/data/FSL/data1/train/clean/7519.png,0
4075,/workspace/data/FSL/data1/train/clean/603.png,0
838,/workspace/data/FSL/data1/train/clean/1744.png,0
5205,/workspace/data/FSL/data1/train/clean/7690.png,0
8209,/workspace/data/FSL/data1/train/dirty/4078.png,1
5636,/workspace/data/FSL/data1/train/clean/8117.png,0
5325,/workspace/data/FSL/data1/train/clean/7808.png,0
5798,/workspace/data/FSL/data1/train/clean/8278.png,0
6147,/workspace/data/FSL/data1/train/clean/8908.png,0
5055,/workspace/data/FSL/data1/train/clean/7541.png,0
3074,/workspace/data/FSL/data1/train/clean/4576.png,0
1496,/workspace/data/FSL/data1/train/clean/2454.png,0
8071,/workspace/data/FSL/data1/train/dirty/3941.png,1
1208,/workspace/data/FSL/data1/train/clean/2195.png,0
4620,/workspace/data/FSL/data1/train/clean/7110.png,0
4238,/workspace/data/FSL/data1/train/clean/6177.png,0
6606,/workspace/data/FSL/data1/train/clean/9363.png,0
2836,/workspace/data/FSL/data1/train/clean/4361.png,0
1489,/workspace/data/FSL/data1/train/clean/2448.png,0
6783,/workspace/data/FSL/data1/train/clean/9538.png,0
1606,/workspace/data/FSL/data1/train/clean/2553.png,0
2906,/workspace/data/FSL/data1/train/clean/4424.png,0
3821,/workspace/data/FSL/data1/train/clean/5800.png,0
8346,/workspace/data/FSL/data1/train/dirty/5034.png,1
2690,/workspace/data/FSL/data1/train/clean/4229.png,0
6144,/workspace/data/FSL/data1/train/clean/8905.png,0
1603,/workspace/data/FSL/data1/train/clean/2550.png,0
6394,/workspace/data/FSL/data1/train/clean/9153.png,0
4825,/workspace/data/FSL/data1/train/clean/7313.png,0
4323,/workspace/data/FSL/data1/train/clean/6253.png,0
7384,/workspace/data/FSL/data1/train/dirty/1121.png,1
4709,/workspace/data/FSL/data1/train/clean/7199.png,0
8380,/workspace/data/FSL/data1/train/dirty/5176.png,1
2276,/workspace/data/FSL/data1/train/clean/3159.png,0
6091,/workspace/data/FSL/data1/train/clean/8853.png,0
5553,/workspace/data/FSL/data1/train/clean/8035.png,0
2826,/workspace/data/FSL/data1/train/clean/4352.png,0
7765,/workspace/data/FSL/data1/train/dirty/1790.png,1
6769,/workspace/data/FSL/data1/train/clean/9524.png,0
4486,/workspace/data/FSL/data1/train/clean/640.png,0
744,/workspace/data/FSL/data1/train/clean/141.png,0
6570,/workspace/data/FSL/data1/train/clean/9327.png,0
4446,/workspace/data/FSL/data1/train/clean/6364.png,0
5521,/workspace/data/FSL/data1/train/clean/8003.png,0
2310,/workspace/data/FSL/data1/train/clean/319.png,0
5000,/workspace/data/FSL/data1/train/clean/7487.png,0
3919,/workspace/data/FSL/data1/train/clean/589.png,0
6703,/workspace/data/FSL/data1/train/clean/9459.png,0
1467,/workspace/data/FSL/data1/train/clean/2428.png,0
3338,/workspace/data/FSL/data1/train/clean/4813.png,0
8327,/workspace/data/FSL/data1/train/dirty/5014.png,1
2905,/workspace/data/FSL/data1/train/clean/4423.png,0
3196,/workspace/data/FSL/data1/train/clean/4686.png,0
775,/workspace/data/FSL/data1/train/clean/1686.png,0
5351,/workspace/data/FSL/data1/train/clean/7834.png,0
3622,/workspace/data/FSL/data1/train/clean/5621.png,0
7281,/workspace/data/FSL/data1/train/dirty/1029.png,1
6768,/workspace/data/FSL/data1/train/clean/9523.png,0
20,/workspace/data/FSL/data1/train/clean/10021.png,0
5056,/workspace/data/FSL/data1/train/clean/7542.png,0
6987,/workspace/data/FSL/data1/train/clean/9740.png,0
1420,/workspace/data/FSL/data1/train/clean/2386.png,0
8551,/workspace/data/FSL/data1/train/dirty/660.png,1
2139,/workspace/data/FSL/data1/train/clean/3035.png,0
3414,/workspace/data/FSL/data1/train/clean/517.png,0
5632,/workspace/data/FSL/data1/train/clean/8113.png,0
8216,/workspace/data/FSL/data1/train/dirty/4085.png,1
8409,/workspace/data/FSL/data1/train/dirty/5204.png,1
1094,/workspace/data/FSL/data1/train/clean/205.png,0
3394,/workspace/data/FSL/data1/train/clean/499.png,0
4656,/workspace/data/FSL/data1/train/clean/7146.png,0
5617,/workspace/data/FSL/data1/train/clean/8099.png,0
5699,/workspace/data/FSL/data1/train/clean/8180.png,0
6274,/workspace/data/FSL/data1/train/clean/9033.png,0
574,/workspace/data/FSL/data1/train/clean/10570.png,0
3911,/workspace/data/FSL/data1/train/clean/5882.png,0
6148,/workspace/data/FSL/data1/train/clean/8909.png,0
6035,/workspace/data/FSL/data1/train/clean/8798.png,0
4483,/workspace/data/FSL/data1/train/clean/6398.png,0
2067,/workspace/data/FSL/data1/train/clean/297.png,0
964,/workspace/data/FSL/data1/train/clean/186.png,0
3423,/workspace/data/FSL/data1/train/clean/525.png,0
8513,/workspace/data/FSL/data1/train/dirty/5307.png,1
1256,/workspace/data/FSL/data1/train/clean/2238.png,0
5154,/workspace/data/FSL/data1/train/clean/7639.png,0
7673,/workspace/data/FSL/data1/train/dirty/1463.png,1
4655,/workspace/data/FSL/data1/train/clean/7145.png,0
3437,/workspace/data/FSL/data1/train/clean/538.png,0
8880,/workspace/data/FSL/data1/train/dirty/918.png,1
1916,/workspace/data/FSL/data1/train/clean/2833.png,0
4622,/workspace/data/FSL/data1/train/clean/7112.png,0
2112,/workspace/data/FSL/data1/train/clean/301.png,0
